Tree_Name	assembly	pep	cds	gff	gtf
Candida_pseudoaaseri	yHMPu5000038089_candida_pseudoaaseri_170912.fas	yHMPu5000038089_candida_pseudoaaseri_170912.final.pep	yHMPu5000038089_candida_pseudoaaseri_170912.final.cds	yHMPu5000038089_candida_pseudoaaseri_170912.final.gff3	yHMPu5000038089_candida_pseudoaaseri_170912.final.gtf
Candida_pseudocylindracea	yHMPu5000038090_candida_pseudocylindracea_210210.fas	yHMPu5000038090_candida_pseudocylindracea_210210.final.pep	yHMPu5000038090_candida_pseudocylindracea_210210.final.cds	yHMPu5000038090_candida_pseudocylindracea_210210.final.gff3	yHMPu5000038090_candida_pseudocylindracea_210210.final.gtf
Candida_pseudofarinosa	yHMPu5000037889_candida_pseudofarinosa_180604.fas	yHMPu5000037889_candida_pseudofarinosa_180604.final.pep	yHMPu5000037889_candida_pseudofarinosa_180604.final.cds	yHMPu5000037889_candida_pseudofarinosa_180604.final.gff3	yHMPu5000037889_candida_pseudofarinosa_180604.final.gtf
Candida_pseudoflosculorum	yHMPu5000038368_candida_pseudoflosculorum_170713.fas	yHMPu5000038368_candida_pseudoflosculorum_170713.final.pep	yHMPu5000038368_candida_pseudoflosculorum_170713.final.cds	yHMPu5000038368_candida_pseudoflosculorum_170713.final.gff3	yHMPu5000038368_candida_pseudoflosculorum_170713.final.gtf
Candida_pseudoglaebosa	yHMPu5000034657_candida_pseudoglaebosa_170307.fas	yHMPu5000034657_candida_pseudoglaebosa_170307.final.pep	yHMPu5000034657_candida_pseudoglaebosa_170307.final.cds	yHMPu5000034657_candida_pseudoglaebosa_170307.final.gff3	yHMPu5000034657_candida_pseudoglaebosa_170307.final.gtf
Candida_pseudohaemuli	yHMPu5000035705_candida_pseudohaemulonii_160613.fas	yHMPu5000035705_candida_pseudohaemulonii_160613.final.pep	yHMPu5000035705_candida_pseudohaemulonii_160613.final.cds	yHMPu5000035705_candida_pseudohaemulonii_160613.final.gff3	yHMPu5000035705_candida_pseudohaemulonii_160613.final.gtf
Candida_pseudointermedia	yHMPu5000034985_candida_pseudointermedia_160613.fas	yHMPu5000034985_candida_pseudointermedia_160613.final.pep	yHMPu5000034985_candida_pseudointermedia_160613.final.cds	yHMPu5000034985_candida_pseudointermedia_160613.final.gff3	yHMPu5000034985_candida_pseudointermedia_160613.final.gtf
Candida_pseudojiufengensis	yHMPu5000038367_candida_pseudojiufengensis_170713.fas	yHMPu5000038367_candida_pseudojiufengensis_170713.final.pep	yHMPu5000038367_candida_pseudojiufengensis_170713.final.cds	yHMPu5000038367_candida_pseudojiufengensis_170713.final.gff3	yHMPu5000038367_candida_pseudojiufengensis_170713.final.gtf
Candida_pseudolambica	yHMPu5000038091_candida_pseudolambica_201018.fas	yHMPu5000038091_candida_pseudolambica_201018.final.pep	yHMPu5000038091_candida_pseudolambica_201018.final.cds	yHMPu5000038091_candida_pseudolambica_201018.final.gff3	yHMPu5000038091_candida_pseudolambica_201018.final.gtf
Candida_pseudoviswanathii	yHMPu5000037250_candida_pseudoviswanathii_210210.fas	yHMPu5000037250_candida_pseudoviswanathii_210210.final.pep	yHMPu5000037250_candida_pseudoviswanathii_210210.final.cds	yHMPu5000037250_candida_pseudoviswanathii_210210.final.gff3	yHMPu5000037250_candida_pseudoviswanathii_210210.final.gtf
Candida_psychrophila	candida_psychrophila.fas	candida_psychrophila.final.pep	candida_psychrophila.final.cds	candida_psychrophila.final.gff3	candida_psychrophila.final.gtf
Candida_quercuum	yHMPu5000037888_candida_quercuum_170210.fas	yHMPu5000037888_candida_quercuum_170210.final.pep	yHMPu5000037888_candida_quercuum_170210.final.cds	yHMPu5000037888_candida_quercuum_170210.final.gff3	yHMPu5000037888_candida_quercuum_170210.final.gtf
Candida_railenensis	yHMPu5000026056_candida_railenensis_201018.fas	yHMPu5000026056_candida_railenensis_201018.final.pep	yHMPu5000026056_candida_railenensis_201018.final.cds	yHMPu5000026056_candida_railenensis_201018.final.gff3	yHMPu5000026056_candida_railenensis_201018.final.gtf
Kodamaea_restingae	yHMPu5000034648_candida_restingae_160519.fas	yHMPu5000034648_candida_restingae_160519.final.pep	yHMPu5000034648_candida_restingae_160519.final.cds	yHMPu5000034648_candida_restingae_160519.final.gff3	yHMPu5000034648_candida_restingae_160519.final.gtf
Candida_rhizophorensis	yHMPu5000035704_candida_rhizophorensis_160519.fas	yHMPu5000035704_candida_rhizophorensis_160519.final.pep	yHMPu5000035704_candida_rhizophorensis_160519.final.cds	yHMPu5000035704_candida_rhizophorensis_160519.final.gff3	yHMPu5000035704_candida_rhizophorensis_160519.final.gtf
Candida_rishiriensis	yHMPu5000038093_candida_rishiriensis_170912.fas	yHMPu5000038093_candida_rishiriensis_170912.final.pep	yHMPu5000038093_candida_rishiriensis_170912.final.cds	yHMPu5000038093_candida_rishiriensis_170912.final.gff3	yHMPu5000038093_candida_rishiriensis_170912.final.gtf
Candida_robnettiae	yHMPu5000040925_candida_robnettiae_201018.fas	yHMPu5000040925_candida_robnettiae_201018.final.pep	yHMPu5000040925_candida_robnettiae_201018.final.cds	yHMPu5000040925_candida_robnettiae_201018.final.gff3	yHMPu5000040925_candida_robnettiae_201018.final.gtf
Candida_ruelliae	yHMPu5000041843_candida_ruelliae_170713.fas	yHMPu5000041843_candida_ruelliae_170713.final.pep	yHMPu5000041843_candida_ruelliae_170713.final.cds	yHMPu5000041843_candida_ruelliae_170713.final.gff3	yHMPu5000041843_candida_ruelliae_170713.final.gtf
Candida_rugopelliculosa	yHMPu5000034618_candida_rugopelliculosa_170307.fas	yHMPu5000034618_candida_rugopelliculosa_170307.final.pep	yHMPu5000034618_candida_rugopelliculosa_170307.final.cds	yHMPu5000034618_candida_rugopelliculosa_170307.final.gff3	yHMPu5000034618_candida_rugopelliculosa_170307.final.gtf
Kodamaea_sagamina	yHMPu5000037886_candida_sagamina_180604.fas	yHMPu5000037886_candida_sagamina_180604.final.pep	yHMPu5000037886_candida_sagamina_180604.final.cds	yHMPu5000037886_candida_sagamina_180604.final.gff3	yHMPu5000037886_candida_sagamina_180604.final.gtf
Candida_saitoana	yHMPu5000035329_candida_saitoana_180604.haplomerger2.fas	yHMPu5000035329_candida_saitoana_180604.haplomerger2.final.pep	yHMPu5000035329_candida_saitoana_180604.haplomerger2.final.cds	yHMPu5000035329_candida_saitoana_180604.haplomerger2.final.gff3	yHMPu5000035329_candida_saitoana_180604.haplomerger2.final.gtf
Candida_sakaeoensis	yHMPu5000038362_candida_sakaeoensis_170713.fas	yHMPu5000038362_candida_sakaeoensis_170713.final.pep	yHMPu5000038362_candida_sakaeoensis_170713.final.cds	yHMPu5000038362_candida_sakaeoensis_170713.final.gff3	yHMPu5000038362_candida_sakaeoensis_170713.final.gtf
Candida_sake	yHMPu5000037885_candida_sake_170912.fas	yHMPu5000037885_candida_sake_170912.final.pep	yHMPu5000037885_candida_sake_170912.final.cds	yHMPu5000037885_candida_sake_170912.final.gff3	yHMPu5000037885_candida_sake_170912.final.gtf
Candida_santamariae	yHMPu5000035304_candida_santamariae_180604.fas	yHMPu5000035304_candida_santamariae_180604.final.pep	yHMPu5000035304_candida_santamariae_180604.final.cds	yHMPu5000035304_candida_santamariae_180604.final.gff3	yHMPu5000035304_candida_santamariae_180604.final.gtf
Candida_sanyaensis	yHMPu5000038350_candida_sanyaensis_180604.haplomerger2.fas	yHMPu5000038350_candida_sanyaensis_180604.haplomerger2.final.pep	yHMPu5000038350_candida_sanyaensis_180604.haplomerger2.final.cds	yHMPu5000038350_candida_sanyaensis_180604.haplomerger2.final.gff3	yHMPu5000038350_candida_sanyaensis_180604.haplomerger2.final.gtf
Candida_sanyiensis	yHMPu5000038351_candida_sanyiensis_170713.fas	yHMPu5000038351_candida_sanyiensis_170713.final.pep	yHMPu5000038351_candida_sanyiensis_170713.final.cds	yHMPu5000038351_candida_sanyiensis_170713.final.gff3	yHMPu5000038351_candida_sanyiensis_170713.final.gtf
Candida_saopauloensis	yHMPu5000041842_candida_saopaulonensis_190924.fas	yHMPu5000041842_candida_saopaulonensis_190924.final.pep	yHMPu5000041842_candida_saopaulonensis_190924.final.cds	yHMPu5000041842_candida_saopaulonensis_190924.final.gff3	yHMPu5000041842_candida_saopaulonensis_190924.final.gtf
Candida_savonica	yHMPu5000034647_candida_savonica_180604.fas	yHMPu5000034647_candida_savonica_180604.final.pep	yHMPu5000034647_candida_savonica_180604.final.cds	yHMPu5000034647_candida_savonica_180604.final.gff3	yHMPu5000034647_candida_savonica_180604.final.gtf
Candida_sequanensis	yHMPu5000040909_suhomyces_sequanensis_200128.fas	yHMPu5000040909_suhomyces_sequanensis_200128.final.pep	yHMPu5000040909_suhomyces_sequanensis_200128.final.cds	yHMPu5000040909_suhomyces_sequanensis_200128.final.gff3	yHMPu5000040909_suhomyces_sequanensis_200128.final.gtf
Candida_sharkensis	yHMPu5000034984_candida_sharkiensis_160519.fas	yHMPu5000034984_candida_sharkiensis_160519.final.pep	yHMPu5000034984_candida_sharkiensis_160519.final.cds	yHMPu5000034984_candida_sharkiensis_160519.final.gff3	yHMPu5000034984_candida_sharkiensis_160519.final.gtf
Candida_silvanorum	yHMPu5000035333_candida_silvanorum_170713.fas	yHMPu5000035333_candida_silvanorum_170713.final.pep	yHMPu5000035333_candida_silvanorum_170713.final.cds	yHMPu5000035333_candida_silvanorum_170713.final.gff3	yHMPu5000035333_candida_silvanorum_170713.final.gtf
Candida_silvatica	yHMPu5000041830_candida_silvatica_170307.fas	yHMPu5000041830_candida_silvatica_170307.final.pep	yHMPu5000041830_candida_silvatica_170307.final.cds	yHMPu5000041830_candida_silvatica_170307.final.gff3	yHMPu5000041830_candida_silvatica_170307.final.gtf
Candida_silvicultrix	yHMPu5000035262_candida_silvicultrix_170307.fas	yHMPu5000035262_candida_silvicultrix_170307.final.pep	yHMPu5000035262_candida_silvicultrix_170307.final.cds	yHMPu5000035262_candida_silvicultrix_170307.final.gff3	yHMPu5000035262_candida_silvicultrix_170307.final.gtf
Candida_sithepensis	yHMPu5000037884_candida_sithepensis_170912.fas	yHMPu5000037884_candida_sithepensis_170912.final.pep	yHMPu5000037884_candida_sithepensis_170912.final.cds	yHMPu5000037884_candida_sithepensis_170912.final.gff3	yHMPu5000037884_candida_sithepensis_170912.final.gtf
Candida_smagusa	yHMPu5000038353_candida_smagusa_170713.fas	yHMPu5000038353_candida_smagusa_170713.final.pep	yHMPu5000038353_candida_smagusa_170713.final.cds	yHMPu5000038353_candida_smagusa_170713.final.gff3	yHMPu5000038353_candida_smagusa_170713.final.gtf
Candida_sojae_GF41	candida_sojae.fas	candida_sojae.final.pep	candida_sojae.final.cds	candida_sojae.final.gff3	candida_sojae.final.gtf
Candida_songkhlaensis	yHMPu5000026071_candida_songkhlaensis_170912.fas	yHMPu5000026071_candida_songkhlaensis_170912.final.pep	yHMPu5000026071_candida_songkhlaensis_170912.final.cds	yHMPu5000026071_candida_songkhlaensis_170912.final.gff3	yHMPu5000026071_candida_songkhlaensis_170912.final.gtf
Candida_sonorensis	yHMPu5000034912_candida_sonorensis_160519.fas	yHMPu5000034912_candida_sonorensis_160519.final.pep	yHMPu5000034912_candida_sonorensis_160519.final.cds	yHMPu5000034912_candida_sonorensis_160519.final.gff3	yHMPu5000034912_candida_sonorensis_160519.final.gtf
Candida_sophiae-reginae	yHMPu5000041832_candida_sophiae-reginae_170307.fas	yHMPu5000041832_candida_sophiae-reginae_170307.final.pep	yHMPu5000041832_candida_sophiae-reginae_170307.final.cds	yHMPu5000041832_candida_sophiae-reginae_170307.final.gff3	yHMPu5000041832_candida_sophiae-reginae_170307.final.gtf
Candida_sorboxylosa	yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.fas	yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final.pep	yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final.cds	yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final.gff3	yHMPu5000037882_candida_sorboxylosa_180604.haplomerger2.final.gtf
Groenewaldozyma_sp._yHMH443	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES.fas	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES.final.pep	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES.final.cds	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES.final.gff3	yHMH443_Groenewaldozyma_sp_nov_plate33_SPADES.final.gtf
Candida_sp._yHDO569	yHDO569_candida_sp_180604.fas	yHDO569_candida_sp_180604.final.pep	yHDO569_candida_sp_180604.final.cds	yHDO569_candida_sp_180604.final.gff3	yHDO569_candida_sp_180604.final.gtf
Schwanniomyces_sp._yHMH407	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR.fas	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR.final.pep	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR.final.cds	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR.final.gff3	yHMH407_Schwanniomyces_sp_nov_plate33_DISCOVAR.final.gtf
Kodamaea_sp._yHQL449	yHQL449_Kodamaea_sp_nov_plate33_PLATANUS.fas	yHQL449_Kodamaea_sp_nov_plate33_PLATANUS.final.pep	yHQL449_Kodamaea_sp_nov_plate33_PLATANUS.final.cds	yHQL449_Kodamaea_sp_nov_plate33_PLATANUS.final.gff3	yHQL449_Kodamaea_sp_nov_plate33_PLATANUS.final.gtf
Metschnikowia_sp._yHQL527	yHQL527_Metschnikowia_sp_nov_plate33_SPADES.fas	yHQL527_Metschnikowia_sp_nov_plate33_SPADES.final.pep	yHQL527_Metschnikowia_sp_nov_plate33_SPADES.final.cds	yHQL527_Metschnikowia_sp_nov_plate33_SPADES.final.gff3	yHQL527_Metschnikowia_sp_nov_plate33_SPADES.final.gtf
Candida_spencermartinsiae	yHMPu5000035245_candida_spencermartinsiae_170307.fas	yHMPu5000035245_candida_spencermartinsiae_170307.final.pep	yHMPu5000035245_candida_spencermartinsiae_170307.final.cds	yHMPu5000035245_candida_spencermartinsiae_170307.final.gff3	yHMPu5000035245_candida_spencermartinsiae_170307.final.gtf
Candida_sphagnicola	yHMPu5000040776_candida_sphagnicola_201018.fas	yHMPu5000040776_candida_sphagnicola_201018.final.pep	yHMPu5000040776_candida_sphagnicola_201018.final.cds	yHMPu5000040776_candida_sphagnicola_201018.final.gff3	yHMPu5000040776_candida_sphagnicola_201018.final.gtf
Candida_stauntonica	yHMPu5000038084_candida_stauntonica_170912.fas	yHMPu5000038084_candida_stauntonica_170912.final.pep	yHMPu5000038084_candida_stauntonica_170912.final.cds	yHMPu5000038084_candida_stauntonica_170912.final.gff3	yHMPu5000038084_candida_stauntonica_170912.final.gtf
Candida_subhashii	yHMPu5000038083_candida_subhashii_180604.haplomerger2.fas	yHMPu5000038083_candida_subhashii_180604.haplomerger2.final.pep	yHMPu5000038083_candida_subhashii_180604.haplomerger2.final.cds	yHMPu5000038083_candida_subhashii_180604.haplomerger2.final.gff3	yHMPu5000038083_candida_subhashii_180604.haplomerger2.final.gtf
Candida_succicola	yHMPu5000038354_candida_succicola_170912.fas	yHMPu5000038354_candida_succicola_170912.final.pep	yHMPu5000038354_candida_succicola_170912.final.cds	yHMPu5000038354_candida_succicola_170912.final.gff3	yHMPu5000038354_candida_succicola_170912.final.gtf
Candida_succiphila	yHMPu5000034906_candida_succiphila_160519.fas	yHMPu5000034906_candida_succiphila_160519.final.pep	yHMPu5000034906_candida_succiphila_160519.final.cds	yHMPu5000034906_candida_succiphila_160519.final.gff3	yHMPu5000034906_candida_succiphila_160519.final.gtf
Kodamaea_suecica	yHMPu5000038082_candida_suecica_180604.fas	yHMPu5000038082_candida_suecica_180604.final.pep	yHMPu5000038082_candida_suecica_180604.final.cds	yHMPu5000038082_candida_suecica_180604.final.gff3	yHMPu5000038082_candida_suecica_180604.final.gtf
Candida_suratensis	yHMPu5000038355_candida_suratensis_170713.fas	yHMPu5000038355_candida_suratensis_170713.final.pep	yHMPu5000038355_candida_suratensis_170713.final.cds	yHMPu5000038355_candida_suratensis_170713.final.gff3	yHMPu5000038355_candida_suratensis_170713.final.gtf
Candida_suthepensis	yHMPu5000040928_candida_suthepensis_201018.fas	yHMPu5000040928_candida_suthepensis_201018.final.pep	yHMPu5000040928_candida_suthepensis_201018.final.cds	yHMPu5000040928_candida_suthepensis_201018.final.gff3	yHMPu5000040928_candida_suthepensis_201018.final.gtf
Candida_suzukii	yHMPu5000034870_candida_suzukii_160519.fas	yHMPu5000034870_candida_suzukii_160519.final.pep	yHMPu5000034870_candida_suzukii_160519.final.cds	yHMPu5000034870_candida_suzukii_160519.final.gff3	yHMPu5000034870_candida_suzukii_160519.final.gtf
Candida_takata	yHMPu5000038081_candida_takata_180604.fas	yHMPu5000038081_candida_takata_180604.final.pep	yHMPu5000038081_candida_takata_180604.final.cds	yHMPu5000038081_candida_takata_180604.final.gff3	yHMPu5000038081_candida_takata_180604.final.gtf
Candida_tallmaniae	yHMPu5000038080_candida_tallmaniae_201018.fas	yHMPu5000038080_candida_tallmaniae_201018.final.pep	yHMPu5000038080_candida_tallmaniae_201018.final.cds	yHMPu5000038080_candida_tallmaniae_201018.final.gff3	yHMPu5000038080_candida_tallmaniae_201018.final.gtf
Candida_tammaniensis	yHMPu5000041833_candida_tammaniensis_170307.fas	yHMPu5000041833_candida_tammaniensis_170307.final.pep	yHMPu5000041833_candida_tammaniensis_170307.final.cds	yHMPu5000041833_candida_tammaniensis_170307.final.gff3	yHMPu5000041833_candida_tammaniensis_170307.final.gtf
Candida_taoyuanica	yHMPu5000038078_candida_taoyuanica_170912.fas	yHMPu5000038078_candida_taoyuanica_170912.final.pep	yHMPu5000038078_candida_taoyuanica_170912.final.cds	yHMPu5000038078_candida_taoyuanica_170912.final.gff3	yHMPu5000038078_candida_taoyuanica_170912.final.gtf
Candida_taylorii	yHMPu5000041834_candida_taylori_170912.fas	yHMPu5000041834_candida_taylori_170912.final.pep	yHMPu5000041834_candida_taylori_170912.final.cds	yHMPu5000041834_candida_taylori_170912.final.gff3	yHMPu5000041834_candida_taylori_170912.final.gtf
Candida_thailandica	yHMPu5000038356_candida_thailandica_170912.fas	yHMPu5000038356_candida_thailandica_170912.final.pep	yHMPu5000038356_candida_thailandica_170912.final.cds	yHMPu5000038356_candida_thailandica_170912.final.gff3	yHMPu5000038356_candida_thailandica_170912.final.gtf
Candida_thaimueangensis	yHMPu5000038077_candida_thaimueangensis_170912.haplomerger2.fas	yHMPu5000038077_candida_thaimueangensis_170912.haplomerger2.final.pep	yHMPu5000038077_candida_thaimueangensis_170912.haplomerger2.final.cds	yHMPu5000038077_candida_thaimueangensis_170912.haplomerger2.final.gff3	yHMPu5000038077_candida_thaimueangensis_170912.haplomerger2.final.gtf
Candida_theae	yHMPu5000038357_candida_theae_180604.haplomerger2.fas	yHMPu5000038357_candida_theae_180604.haplomerger2.final.pep	yHMPu5000038357_candida_theae_180604.haplomerger2.final.cds	yHMPu5000038357_candida_theae_180604.haplomerger2.final.gff3	yHMPu5000038357_candida_theae_180604.haplomerger2.final.gtf
Candida_tibetensis	yHMPu5000026114_candida_tibetensis_210210.fas	yHMPu5000026114_candida_tibetensis_210210.final.pep	yHMPu5000026114_candida_tibetensis_210210.final.cds	yHMPu5000026114_candida_tibetensis_210210.final.gff3	yHMPu5000026114_candida_tibetensis_210210.final.gtf
Candida_tolerans	yHMPu5000041838_candida_tolerans_180604.fas	yHMPu5000041838_candida_tolerans_180604.final.pep	yHMPu5000041838_candida_tolerans_180604.final.cds	yHMPu5000041838_candida_tolerans_180604.final.gff3	yHMPu5000041838_candida_tolerans_180604.final.gtf
Metschnikowia_torresii	yHMPu5000041839_candida_torresii_210210.fas	yHMPu5000041839_candida_torresii_210210.final.pep	yHMPu5000041839_candida_torresii_210210.final.cds	yHMPu5000041839_candida_torresii_210210.final.gff3	yHMPu5000041839_candida_torresii_210210.final.gtf
Candida_touchengensis	yHMPu5000038359_candida_touchengensis_170713.fas	yHMPu5000038359_candida_touchengensis_170713.final.pep	yHMPu5000038359_candida_touchengensis_170713.final.cds	yHMPu5000038359_candida_touchengensis_170713.final.gff3	yHMPu5000038359_candida_touchengensis_170713.final.gtf
Candida_tropicalis_MYA-3404	candida_tropicalis.fas	candida_tropicalis.final.pep	candida_tropicalis.final.cds	candida_tropicalis.final.gff3	candida_tropicalis.final.gtf
Candida_tropicalis_NRRL_Y-12968	yHMPu5000034997_candida_tropicalis_160519.haplomerger2.fas	yHMPu5000034997_candida_tropicalis_160519.haplomerger2.final.pep	yHMPu5000034997_candida_tropicalis_160519.haplomerger2.final.cds	yHMPu5000034997_candida_tropicalis_160519.haplomerger2.final.gff3	yHMPu5000034997_candida_tropicalis_160519.haplomerger2.final.gtf
Candida_tsuchiyae	yHMPu5000034983_candida_tsuchiyae_210210.fas	yHMPu5000034983_candida_tsuchiyae_210210.final.pep	yHMPu5000034983_candida_tsuchiyae_210210.final.cds	yHMPu5000034983_candida_tsuchiyae_210210.final.gff3	yHMPu5000034983_candida_tsuchiyae_210210.final.gtf
Candida_tunisiensis	yHDO601_candida_tunisiensis_180604.fas	yHDO601_candida_tunisiensis_180604.final.pep	yHDO601_candida_tunisiensis_180604.final.cds	yHDO601_candida_tunisiensis_180604.final.gff3	yHDO601_candida_tunisiensis_180604.final.gtf
Candida_ubatubensis	yHMPu5000034982_candida_ubatubensis_160519.fas	yHMPu5000034982_candida_ubatubensis_160519.final.pep	yHMPu5000034982_candida_ubatubensis_160519.final.cds	yHMPu5000034982_candida_ubatubensis_160519.final.gff3	yHMPu5000034982_candida_ubatubensis_160519.final.gtf
Candida_ulmi	yHMPu5000038075_candida_ulmi_170912.fas	yHMPu5000038075_candida_ulmi_170912.final.pep	yHMPu5000038075_candida_ulmi_170912.final.cds	yHMPu5000038075_candida_ulmi_170912.final.gff3	yHMPu5000038075_candida_ulmi_170912.final.gtf
Nakaseomyces_uthaithaninus	yHMPu5000034718_candida_uthaithanina_180604.fas	yHMPu5000034718_candida_uthaithanina_180604.final.pep	yHMPu5000034718_candida_uthaithanina_180604.final.cds	yHMPu5000034718_candida_uthaithanina_180604.final.gff3	yHMPu5000034718_candida_uthaithanina_180604.final.gtf
Candida_vartiovaarae	yHMPu5000035690_candida_vartiovaarae_160613.fas	yHMPu5000035690_candida_vartiovaarae_160613.final.pep	yHMPu5000035690_candida_vartiovaarae_160613.final.cds	yHMPu5000035690_candida_vartiovaarae_160613.final.gff3	yHMPu5000035690_candida_vartiovaarae_160613.final.gtf
Candida_vaughaniae	yHMPu5000038074_candida_vaughaniae_170912.fas	yHMPu5000038074_candida_vaughaniae_170912.final.pep	yHMPu5000038074_candida_vaughaniae_170912.final.cds	yHMPu5000038074_candida_vaughaniae_170912.final.gff3	yHMPu5000038074_candida_vaughaniae_170912.final.gtf
Candida_verbasci	yHMPu5000038360_candida_verbasci_170713.fas	yHMPu5000038360_candida_verbasci_170713.final.pep	yHMPu5000038360_candida_verbasci_170713.final.cds	yHMPu5000038360_candida_verbasci_170713.final.gff3	yHMPu5000038360_candida_verbasci_170713.final.gtf
Candida_viswanathii	yHMPu5000038349_candida_viswanathii_170713.haplomerger2.fas	yHMPu5000038349_candida_viswanathii_170713.haplomerger2.final.pep	yHMPu5000038349_candida_viswanathii_170713.haplomerger2.final.cds	yHMPu5000038349_candida_viswanathii_170713.haplomerger2.final.gff3	yHMPu5000038349_candida_viswanathii_170713.haplomerger2.final.gtf
Candida_vitiphila	yHMPu5000038348_candida_vitiphila_170713.fas	yHMPu5000038348_candida_vitiphila_170713.final.pep	yHMPu5000038348_candida_vitiphila_170713.final.cds	yHMPu5000038348_candida_vitiphila_170713.final.gff3	yHMPu5000038348_candida_vitiphila_170713.final.gtf
Candida_vulturna	yHMPu5000037224_candida_vulturna_210210.fas	yHMPu5000037224_candida_vulturna_210210.final.pep	yHMPu5000037224_candida_vulturna_210210.final.cds	yHMPu5000037224_candida_vulturna_210210.final.gff3	yHMPu5000037224_candida_vulturna_210210.final.gtf
Candida_wancherniae	yHMPu5000041840_candida_wancherniae_160928.fas	yHMPu5000041840_candida_wancherniae_160928.final.pep	yHMPu5000041840_candida_wancherniae_160928.final.cds	yHMPu5000041840_candida_wancherniae_160928.final.gff3	yHMPu5000041840_candida_wancherniae_160928.final.gtf
Candida_xiaguanensis	yHMPu5000037251_candida_xiaguanesis_210210.fas	yHMPu5000037251_candida_xiaguanesis_210210.final.pep	yHMPu5000037251_candida_xiaguanesis_210210.final.cds	yHMPu5000037251_candida_xiaguanesis_210210.final.gff3	yHMPu5000037251_candida_xiaguanesis_210210.final.gtf
Candida_xylanilytica	yHMPu5000038063_candida_xylanilytica_180604.haplomerger2.fas	yHMPu5000038063_candida_xylanilytica_180604.haplomerger2.final.pep	yHMPu5000038063_candida_xylanilytica_180604.haplomerger2.final.cds	yHMPu5000038063_candida_xylanilytica_180604.haplomerger2.final.gff3	yHMPu5000038063_candida_xylanilytica_180604.haplomerger2.final.gtf
Candida_xyloterini	yHMPu5000036579_candida_xyloterini_170912.fas	yHMPu5000036579_candida_xyloterini_170912.final.pep	yHMPu5000036579_candida_xyloterini_170912.final.cds	yHMPu5000036579_candida_xyloterini_170912.final.gff3	yHMPu5000036579_candida_xyloterini_170912.final.gtf
Candida_yuanshanica	yHMPu5000038347_candida_yuanshanica_170713.fas	yHMPu5000038347_candida_yuanshanica_170713.final.pep	yHMPu5000038347_candida_yuanshanica_170713.final.cds	yHMPu5000038347_candida_yuanshanica_170713.final.gff3	yHMPu5000038347_candida_yuanshanica_170713.final.gtf
Candida_zeylanoides	yHMPu5000034642_candida_zeylanoides_160519.fas	yHMPu5000034642_candida_zeylanoides_160519.final.pep	yHMPu5000034642_candida_zeylanoides_160519.final.cds	yHMPu5000034642_candida_zeylanoides_160519.final.gff3	yHMPu5000034642_candida_zeylanoides_160519.final.gtf
Cephaloascus_albidus	yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2.fas	yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2.final.pep	yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2.final.cds	yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2.final.gff3	yHMPu5000034998_cephaloascus_albidus_160519.haplomerger2.final.gtf
Cephaloascus_fragrans	yHMPu5000034999_cephaloascus_fragrans_160519.fas	yHMPu5000034999_cephaloascus_fragrans_160519.final.pep	yHMPu5000034999_cephaloascus_fragrans_160519.final.cds	yHMPu5000034999_cephaloascus_fragrans_160519.final.gff3	yHMPu5000034999_cephaloascus_fragrans_160519.final.gtf
Citeromyces_hawaiiensis	yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2.fas	yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2.final.pep	yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2.final.cds	yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2.final.gff3	yHMPu5000034950_citeromyces_hawaiiensis_170307.haplomerger2.final.gtf
Citeromyces_matritensis	yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2.fas	yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2.final.pep	yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2.final.cds	yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2.final.gff3	yHMPu5000026142_citeromyces_matritensis_160519.haplomerger2.final.gtf
Citeromyces_nyonsensis	yHDO587_citeromyces_nyonsensis_180604.haplomerger2.fas	yHDO587_citeromyces_nyonsensis_180604.haplomerger2.final.pep	yHDO587_citeromyces_nyonsensis_180604.haplomerger2.final.cds	yHDO587_citeromyces_nyonsensis_180604.haplomerger2.final.gff3	yHDO587_citeromyces_nyonsensis_180604.haplomerger2.final.gtf
