assembly_fullID_updated	Tip_ID	assembly_fullID_updated_kegg	assembly_fullID_updated_OG	Tip_ID_v2	FINAL_Tip_ID	DanaKegg
yHMPu5000038121_candida_hungchunana_170912	Candida_hungchunana_CBS12243	yHMPu5000038121_candida_hungchunana_170912	yHMPu5000038121_candida_hungchunana_170912	Candida_hungchunana	Candida_hungchunana	yHMPu5000038121_candida_hungchunana_170912
yHMPu5000038314_yamadazyma_mexicana_170713	Yamadazyma_mexicana_CBS7066	yHMPu5000038314_yamadazyma_mexicana_170713	yHMPu5000038314_yamadazyma_mexicana_170713	Yamadazyma_mexicana	Yamadazyma_mexicana	yHMPu5000038314_yamadazyma_mexicana_170713
yHMPu5000038315_wickerhamomyces_tratensis_190924.haplomerger2	Wickerhamomyces_tratensis_CBS12176	yHMPu5000038315_wickerhamomyces_tratensis_190924	yHMPu5000038315_wickerhamomyces_tratensis_190924.haplomerger2	Wickerhamomyces_tratensis	Wickerhamomyces_tratensis	yHMPu5000038315_wickerhamomyces_tratensis_190924
yHMPu5000038316_wickerhamomyces_chaumierensis_170713.haplomerger2	Wickerhamomyces_chaumierensis_CBS8565	yHMPu5000038316_wickerhamomyces_chaumierensis_170713	yHMPu5000038316_wickerhamomyces_chaumierensis_170713.haplomerger2	Wickerhamomyces_chaumierensis	Wickerhamomyces_chaumierensis	yHMPu5000038316_wickerhamomyces_chaumierensis_170713
yHMPu5000038317_tortispora_sangerardonensis_170713	Tortispora_sangerardonensis_CBS12795	yHMPu5000038317_tortispora_sangerardonensis_170713	yHMPu5000038317_tortispora_sangerardonensis_170713	Tortispora_sangerardonensis	Tortispora_sangerardonensis	yHMPu5000038317_tortispora_sangerardonensis_170713
yHMPu5000038318_teunomyces_stri_170713	Teunomyces_stri_CBS10378	yHMPu5000038318_teunomyces_stri_170713	yHMPu5000038318_teunomyces_stri_170713	Teunomyces_stri	Teunomyces_stri	yHMPu5000038318_teunomyces_stri_170713
yHMPu5000038319_teunomyces_panamensis_170912	Teunomyces_panamensis_CBS9849	yHMPu5000038319_teunomyces_panamensis_170912	yHMPu5000038319_teunomyces_panamensis_170912	Teunomyces_panamensis	Teunomyces_panamensis	yHMPu5000038319_teunomyces_panamensis_170912
yHMPu5000038320_teunomyces_funiuensis_170713	Teunomyces_funiuensis_CBS13911	yHMPu5000038320_teunomyces_funiuensis_170713	yHMPu5000038320_teunomyces_funiuensis_170713	Teunomyces_funiuensis	Teunomyces_funiuensis	yHMPu5000038320_teunomyces_funiuensis_170713
yHMPu5000038321_sugiyamaella_marilandica_170713	Sugiyamaella_marilandica_CBS10346	yHMPu5000038321_sugiyamaella_marilandica_170713	yHMPu5000038321_sugiyamaella_marilandica_170713	Sugiyamaella_marilandica	Sugiyamaella_marilandica	yHMPu5000038321_sugiyamaella_marilandica_170713
yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713	Schwanniomyces_polymorphus_var._africanus_CBS6741	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713	Schwanniomyces_polymorphus_var._africanus	Schwanniomyces_polymorphus_var._africanus	yHMPu5000038322_schwanniomyces_polymorphus_var_africanus_170713
yHMPu5000038323_scheffersomyces_lignicola_170713	Scheffersomyces_lignicola_CBS10612	yHMPu5000038323_scheffersomyces_lignicola_170713	yHMPu5000038323_scheffersomyces_lignicola_170713	Scheffersomyces_lignicola	Scheffersomyces_lignicola	yHMPu5000038323_scheffersomyces_lignicola_170713
yHMPu5000038324_scheffersomyces_gosingicus_180604	Scheffersomyces_gosingicus_CBS11433	yHMPu5000038324_scheffersomyces_gosingicus_180604	yHMPu5000038324_scheffersomyces_gosingicus_180604	Scheffersomyces_gosingicus	Scheffersomyces_gosingicus	yHMPu5000038324_scheffersomyces_gosingicus_180604
yHMPu5000038325_saturnispora_sanitii_170713	Saturnispora_sanitii_CBS10864	yHMPu5000038325_saturnispora_sanitii_170713	yHMPu5000038325_saturnispora_sanitii_170713	Saturnispora_sanitii	Saturnispora_sanitii	yHMPu5000038325_saturnispora_sanitii_170713
yHMPu5000038328_Metschnikowia_henanensis_SPADES.haplomerger2	Metschnikowia_henanensis_CBS12677	yHMPu5000038328_Metschnikowia_henanensis_SPADES	yHMPu5000038328_Metschnikowia_henanensis_SPADES.haplomerger2	Metschnikowia_henanensis	Metschnikowia_henanensis	yHMPu5000038328_Metschnikowia_henanensis_SPADES
yHMPu5000038329_metschnikowia_koreensis_180604.haplomerger2	Metschnikowia_koreensis_CBS8854	yHMPu5000038329_metschnikowia_koreensis_180604	yHMPu5000038329_metschnikowia_koreensis_180604.haplomerger2	Metschnikowia_koreensis	Metschnikowia_koreensis	yHMPu5000038329_metschnikowia_koreensis_180604
yHMPu5000038330_metschnikowia_laotica_170713	Metschnikowia_laotica_CBS12961	yHMPu5000038330_metschnikowia_laotica_170713	yHMPu5000038330_metschnikowia_laotica_170713	Metschnikowia_laotica	Metschnikowia_laotica	yHMPu5000038330_metschnikowia_laotica_170713
yHMPu5000038331_metschnikowia_lopburiensis_170713	Metschnikowia_lopburiensis_CBS12574	yHMPu5000038331_metschnikowia_lopburiensis_170713	yHMPu5000038331_metschnikowia_lopburiensis_170713	Metschnikowia_lopburiensis	Metschnikowia_lopburiensis	yHMPu5000038331_metschnikowia_lopburiensis_170713
yHMPu5000038332_metschnikowia_saccharicola_201018	Metschnikowia_saccharicola_AB697755	yHMPu5000038332_metschnikowia_saccharicola_201018	yHMPu5000038332_metschnikowia_saccharicola_201018	Metschnikowia_saccharicola	Metschnikowia_saccharicola	yHMPu5000038332_metschnikowia_saccharicola_201018
yHMPu5000038333_ogataea_chonburiensis_170713	Ogataea_chonburiensis_CBS10363	yHMPu5000038333_ogataea_chonburiensis_170713	yHMPu5000038333_ogataea_chonburiensis_170713	Ogataea_chonburiensis	Ogataea_chonburiensis	yHMPu5000038333_ogataea_chonburiensis_170713
yHMPu5000038334_ogataea_ganodermae_170713	Ogataea_ganodermae_CBS10646	yHMPu5000038334_ogataea_ganodermae_170713	yHMPu5000038334_ogataea_ganodermae_170713	Ogataea_ganodermae	Ogataea_ganodermae	yHMPu5000038334_ogataea_ganodermae_170713
yHMPu5000038335_pichia_cactophila_170713.haplomerger2	Pichia_cactophila_CBS6926	yHMPu5000038335_pichia_cactophila_170713	yHMPu5000038335_pichia_cactophila_170713.haplomerger2	Pichia_cactophila	Pichia_cactophila	yHMPu5000038335_pichia_cactophila_170713
yHMPu5000038336_pichia_sp_170713	Pichia_sp._NRRLY-27259	yHMPu5000038336_pichia_sp_170713	yHMPu5000038336_pichia_sp_170713	Pichia_sp._NRRL_Y-27259	Pichia_sp._NRRL_Y-27259	yHMPu5000038336_pichia_sp_170713
yHMPu5000038338_geotrichum_restrictum_190924	Dipodascus_restrictus_CBS111234	yHMPu5000038338_geotrichum_restrictum_190924	yHMPu5000038338_geotrichum_restrictum_190924	Dipodascus_restrictus	Dipodascus_restrictus	yHMPu5000038338_geotrichum_restrictum_190924
yHMPu5000038339_geotrichum_phurueaensis_190924	Geotrichum_phurueaensis_CBS11418	yHMPu5000038339_geotrichum_phurueaensis_190924	yHMPu5000038339_geotrichum_phurueaensis_190924	Geotrichum_phurueaensis	Geotrichum_phurueaensis	yHMPu5000038339_geotrichum_phurueaensis_190924
yHMPu5000038340_geotrichum_ghanensis_190924	Dipodascus_ghanensis_CBS11010	yHMPu5000038340_geotrichum_ghanensis_190924	yHMPu5000038340_geotrichum_ghanensis_190924	Dipodascus_ghanensis	Dipodascus_ghanensis	yHMPu5000038340_geotrichum_ghanensis_190924
yHMPu5000038342_dipodascus_macrosporus_180604	Dipodascus_macrosporus_CBS259.82	yHMPu5000038342_dipodascus_macrosporus_180604	yHMPu5000038342_dipodascus_macrosporus_180604	Dipodascus_macrosporus	Dipodascus_macrosporus	yHMPu5000038342_dipodascus_macrosporus_180604
yHMPu5000038343_dipodascus_australiensis_170713	Dipodascus_australiensis_CBS625.74	yHMPu5000038343_dipodascus_australiensis_170713	yHMPu5000038343_dipodascus_australiensis_170713	Dipodascus_australiensis	Dipodascus_australiensis	yHMPu5000038343_dipodascus_australiensis_170713
yHMPu5000038344_debaryomyces_singareniensis_170713	Debaryomyces_singareniensis_CBS10405	yHMPu5000038344_debaryomyces_singareniensis_170713	yHMPu5000038344_debaryomyces_singareniensis_170713	Debaryomyces_singareniensis	Debaryomyces_singareniensis	yHMPu5000038344_debaryomyces_singareniensis_170713
yHMPu5000038345_cyberlindnera_veronae_170713	Cyberlindnera_veronae_CBS6591	yHMPu5000038345_cyberlindnera_veronae_170713	yHMPu5000038345_cyberlindnera_veronae_170713	Cyberlindnera_veronae	Cyberlindnera_veronae	yHMPu5000038345_cyberlindnera_veronae_170713
yHMPu5000038346_cyberlindnera_rhodanensis_170713.haplomerger2	Cyberlindnera_rhodanensis_CBS5518	yHMPu5000038346_cyberlindnera_rhodanensis_170713	yHMPu5000038346_cyberlindnera_rhodanensis_170713.haplomerger2	Cyberlindnera_rhodanensis	Cyberlindnera_rhodanensis	yHMPu5000038346_cyberlindnera_rhodanensis_170713
yHMPu5000038347_candida_yuanshanica_170713	Candida_yuanshanica_CBS10589	yHMPu5000038347_candida_yuanshanica_170713	yHMPu5000038347_candida_yuanshanica_170713	Candida_yuanshanica	Candida_yuanshanica	yHMPu5000038347_candida_yuanshanica_170713
yHMPu5000038348_candida_vitiphila_170713	Candida_vitiphila_CBS12672	yHMPu5000038348_candida_vitiphila_170713	yHMPu5000038348_candida_vitiphila_170713	Candida_vitiphila	Candida_vitiphila	yHMPu5000038348_candida_vitiphila_170713
yHMPu5000038349_candida_viswanathii_170713.haplomerger2	Candida_viswanathii_CBS4024	yHMPu5000038349_candida_viswanathii_170713	yHMPu5000038349_candida_viswanathii_170713.haplomerger2	Candida_viswanathii	Candida_viswanathii	yHMPu5000038349_candida_viswanathii_170713
yHMPu5000038350_candida_sanyaensis_180604.haplomerger2	Candida_sanyaensis_CBS12637	yHMPu5000038350_candida_sanyaensis_180604	yHMPu5000038350_candida_sanyaensis_180604.haplomerger2	Candida_sanyaensis	Candida_sanyaensis	yHMPu5000038350_candida_sanyaensis_180604
yHMPu5000038351_candida_sanyiensis_170713	Candida_sanyiensis_CBS10592	yHMPu5000038351_candida_sanyiensis_170713	yHMPu5000038351_candida_sanyiensis_170713	Candida_sanyiensis	Candida_sanyiensis	yHMPu5000038351_candida_sanyiensis_170713
yHMPu5000038352_candida_sergipensis_180604	Wickerhamiella_sergipiensis_CBS9567	yHMPu5000038352_candida_sergipensis_180604	yHMPu5000038352_candida_sergipensis_180604	Wickerhamiella_sergipiensis	Wickerhamiella_sergipiensis	yHMPu5000038352_candida_sergipensis_180604
yHMPu5000038353_candida_smagusa_170713	Candida_smagusa_CBS11430	yHMPu5000038353_candida_smagusa_170713	yHMPu5000038353_candida_smagusa_170713	Candida_smagusa	Candida_smagusa	yHMPu5000038353_candida_smagusa_170713
yHMPu5000038354_candida_succicola_170912	Candida_succicola_CBS11726	yHMPu5000038354_candida_succicola_170912	yHMPu5000038354_candida_succicola_170912	Candida_succicola	Candida_succicola	yHMPu5000038354_candida_succicola_170912
yHMPu5000038355_candida_suratensis_170713	Candida_suratensis_CBS10928	yHMPu5000038355_candida_suratensis_170713	yHMPu5000038355_candida_suratensis_170713	Candida_suratensis	Candida_suratensis	yHMPu5000038355_candida_suratensis_170713
yHMPu5000038356_candida_thailandica_170912	Candida_thailandica_CBS10610	yHMPu5000038356_candida_thailandica_170912	yHMPu5000038356_candida_thailandica_170912	Candida_thailandica	Candida_thailandica	yHMPu5000038356_candida_thailandica_170912
yHMPu5000038357_candida_theae_180604.haplomerger2	Candida_theae_CBS12239	yHMPu5000038357_candida_theae_180604	yHMPu5000038357_candida_theae_180604.haplomerger2	Candida_theae	Candida_theae	yHMPu5000038357_candida_theae_180604
yHMPu5000038358_candida_tilneyi_170713	Starmerella_tilneyi_CBS8794	yHMPu5000038358_candida_tilneyi_170713	yHMPu5000038358_candida_tilneyi_170713	Starmerella_tilneyi	Starmerella_tilneyi	yHMPu5000038358_candida_tilneyi_170713
yHMPu5000038359_candida_touchengensis_170713	Candida_touchengensis_CBS10585	yHMPu5000038359_candida_touchengensis_170713	yHMPu5000038359_candida_touchengensis_170713	Candida_touchengensis	Candida_touchengensis	yHMPu5000038359_candida_touchengensis_170713
yHMPu5000038360_candida_verbasci_170713	Candida_verbasci_CBS12699	yHMPu5000038360_candida_verbasci_170713	yHMPu5000038360_candida_verbasci_170713	Candida_verbasci	Candida_verbasci	yHMPu5000038360_candida_verbasci_170713
yHMPu5000038361_candida_versatilis_170713	Wickerhamiella_versatilis_CBS1752	yHMPu5000038361_candida_versatilis_170713	yHMPu5000038361_candida_versatilis_170713	Wickerhamiella_versatilis_NRRL_Y-6652	Wickerhamiella_versatilis_NRRL_Y-6652	yHMPu5000038361_candida_versatilis_170713
yHMPu5000038362_candida_sakaeoensis_170713	Candida_sakaeoensis_CBS12318	yHMPu5000038362_candida_sakaeoensis_170713	yHMPu5000038362_candida_sakaeoensis_170713	Candida_sakaeoensis	Candida_sakaeoensis	yHMPu5000038362_candida_sakaeoensis_170713
yHMPu5000038363_candida_ratchasimensis_170713	Starmerella_ratchasimensis_CBS10611	yHMPu5000038363_candida_ratchasimensis_170713	yHMPu5000038363_candida_ratchasimensis_170713	Starmerella_ratchasimensis	Starmerella_ratchasimensis	yHMPu5000038363_candida_ratchasimensis_170713
yHMPu5000038364_Candida_qinlingensis_SPADES	Candida_qinlingensis_CBS9768	yHMPu5000038364_Candida_qinlingensis_SPADES	yHMPu5000038364_Candida_qinlingensis_SPADES	Candida_qinlingensis	Candida_qinlingensis	yHMPu5000038364_Candida_qinlingensis_SPADES
yHMPu5000038365_candida_qingdaonensis_170713	Sugiyamaella_qingdaonensis_CBS11390	yHMPu5000038365_candida_qingdaonensis_170713	yHMPu5000038365_candida_qingdaonensis_170713	Sugiyamaella_qingdaonensis	Sugiyamaella_qingdaonensis	yHMPu5000038365_candida_qingdaonensis_170713
yHMPu5000038367_candida_pseudojiufengensis_170713	Candida_pseudojiufengensis_CBS10847	yHMPu5000038367_candida_pseudojiufengensis_170713	yHMPu5000038367_candida_pseudojiufengensis_170713	Candida_pseudojiufengensis	Candida_pseudojiufengensis	yHMPu5000038367_candida_pseudojiufengensis_170713
yHMPu5000038368_candida_pseudoflosculorum_170713	Candida_pseudoflosculorum_CBS8584	yHMPu5000038368_candida_pseudoflosculorum_170713	yHMPu5000038368_candida_pseudoflosculorum_170713	Candida_pseudoflosculorum	Candida_pseudoflosculorum	yHMPu5000038368_candida_pseudoflosculorum_170713
yHMPu5000038370_candida_phyllophila_180604	Candida_phyllophila_CBS12671	yHMPu5000038370_candida_phyllophila_180604	yHMPu5000038370_candida_phyllophila_180604	Candida_phyllophila	Candida_phyllophila	yHMPu5000038370_candida_phyllophila_180604
yHMPu5000038371_candida_oxycetoniae_170713	Candida_oxycetoniae_CBS10844	yHMPu5000038371_candida_oxycetoniae_170713	yHMPu5000038371_candida_oxycetoniae_170713	Candida_oxycetoniae	Candida_oxycetoniae	yHMPu5000038371_candida_oxycetoniae_170713
yHMPu5000038372_candida_oleophila_170713	Kurtzmaniella_oleophila_CBS2219	yHMPu5000038372_candida_oleophila_170713	yHMPu5000038372_candida_oleophila_170713	Kurtzmaniella_oleophila	Kurtzmaniella_oleophila	yHMPu5000038372_candida_oleophila_170713
yHMPu5000038373_candida_nongkhaiensis_170713	Candida_nongkhaiensis_CBS11724	yHMPu5000038373_candida_nongkhaiensis_170713	yHMPu5000038373_candida_nongkhaiensis_170713	Candida_nongkhaiensis	Candida_nongkhaiensis	yHMPu5000038373_candida_nongkhaiensis_170713
yHMPu5000038374_candida_jiufengensis_170713	Candida_jiufengensis_CBS10846	yHMPu5000038374_candida_jiufengensis_170713	yHMPu5000038374_candida_jiufengensis_170713	Candida_jiufengensis	Candida_jiufengensis	yHMPu5000038374_candida_jiufengensis_170713
yHMPu5000038375_candida_khmerensis_170713	Hyphopichia_khmerensis_CBS9784	yHMPu5000038375_candida_khmerensis_170713	yHMPu5000038375_candida_khmerensis_170713	Hyphopichia_khmerensis	Hyphopichia_khmerensis	yHMPu5000038375_candida_khmerensis_170713
yHMPu5000038377_candida_kutaonensis_170713	Candida_kutaoensis_CBS11388	yHMPu5000038377_candida_kutaonensis_170713	yHMPu5000038377_candida_kutaonensis_170713	Candida_kutaoensis	Candida_kutaoensis	yHMPu5000038377_candida_kutaonensis_170713
yHMPu5000038379_candida_lidongshanica_180604	Candida_lidongshanica_CBS11426	yHMPu5000038379_candida_lidongshanica_180604	yHMPu5000038379_candida_lidongshanica_180604	Kodamaea_lidongshanica	Kodamaea_lidongshanica	yHMPu5000038379_candida_lidongshanica_180604
yHMPu5000038380_candida_loeiensis_170713	Scheffersomyces_lignosus_CBS11899	yHMPu5000038380_candida_loeiensis_170713	yHMPu5000038380_candida_loeiensis_170713	Scheffersomyces_lignosus_CBS_11899	Candida_loeiensis	yHMPu5000038380_candida_loeiensis_170713
yHMPu5000038381_candida_manassasensis_170713	Candida_manassasensis_CBS12534	yHMPu5000038381_candida_manassasensis_170713	yHMPu5000038381_candida_manassasensis_170713	Candida_manassasensis	Candida_manassasensis	yHMPu5000038381_candida_manassasensis_170713
yHMPu5000038382_candida_mesorugosa_170713	Diutina_mesorugosa_CBS12656	yHMPu5000038382_candida_mesorugosa_170713	yHMPu5000038382_candida_mesorugosa_170713	Diutina_mesorugosa	Diutina_mesorugosa	yHMPu5000038382_candida_mesorugosa_170713
yHMPu5000038383_candida_middelhoveniana_170713	Candida_middelhoveniana_CBS12306	yHMPu5000038383_candida_middelhoveniana_170713	yHMPu5000038383_candida_middelhoveniana_170713	Candida_middelhoveniana	Candida_middelhoveniana	yHMPu5000038383_candida_middelhoveniana_170713
yHMPu5000038384_candida_molendinolei_170713	Nakazawaea_molendinolei_CBS12508	yHMPu5000038384_candida_molendinolei_170713	yHMPu5000038384_candida_molendinolei_170713	Nakazawaea_molendinolei	Nakazawaea_molendinolei	yHMPu5000038384_candida_molendinolei_170713
yHMPu5000038385_candida_namnaoensis_170713	Candida_namnaoensis_CBS12175	yHMPu5000038385_candida_namnaoensis_170713	yHMPu5000038385_candida_namnaoensis_170713	Candida_namnaoensis	Candida_namnaoensis	yHMPu5000038385_candida_namnaoensis_170713
yHMPu5000038386_candida_jianshihensis_170713.haplomerger2	Candida_jianshihensis_CBS10591	yHMPu5000038386_candida_jianshihensis_170713	yHMPu5000038386_candida_jianshihensis_170713.haplomerger2	Candida_jianshihensis	Candida_jianshihensis	yHMPu5000038386_candida_jianshihensis_170713
yHMPu5000038387_candida_inulinophila_170713	Candida_inulinophila_CBS11725	yHMPu5000038387_candida_inulinophila_170713	yHMPu5000038387_candida_inulinophila_170713	Candida_inulinophila	Candida_inulinophila	yHMPu5000038387_candida_inulinophila_170713
yHMPu5000038388_candida_inconspicua_170713	Candida_inconspicua_CBS180	yHMPu5000038388_candida_inconspicua_170713	yHMPu5000038388_candida_inconspicua_170713	Candida_inconspicua	Candida_inconspicua	yHMPu5000038388_candida_inconspicua_170713
yHMPu5000038389_candida_ficus_170713	Candida_ficus_CBS12638	yHMPu5000038389_candida_ficus_170713	yHMPu5000038389_candida_ficus_170713	Candida_ficus	Candida_ficus	yHMPu5000038389_candida_ficus_170713
yHMPu5000038390_candida_ezoensis_170713	Candida_ezoensis_CBS11753	yHMPu5000038390_candida_ezoensis_170713	yHMPu5000038390_candida_ezoensis_170713	Candida_ezoensis	Candida_ezoensis	yHMPu5000038390_candida_ezoensis_170713
yHMPu5000038392_candida_ecuadorensis_170713	Candida_ecuadorensis_CBS12653	yHMPu5000038392_candida_ecuadorensis_170713	yHMPu5000038392_candida_ecuadorensis_170713	Candida_ecuadorensis	Candida_ecuadorensis	yHMPu5000038392_candida_ecuadorensis_170713
yHMPu5000038393_candida_diospyri_180604	Candida_diospyri_CBS9769	yHMPu5000038393_candida_diospyri_180604	yHMPu5000038393_candida_diospyri_180604	Candida_diospyri	Candida_diospyri	yHMPu5000038393_candida_diospyri_180604
yHMPu5000038394_candida_davenportii_170713	Starmerella_davenportii_CBS9069	yHMPu5000038394_candida_davenportii_170713	yHMPu5000038394_candida_davenportii_170713	Starmerella_davenportii	Starmerella_davenportii	yHMPu5000038394_candida_davenportii_170713
yHMPu5000038395_candida_danieliae_170713	Candida_danieliae_CBS8533	yHMPu5000038395_candida_danieliae_170713	yHMPu5000038395_candida_danieliae_170713	Candida_danieliae	Candida_danieliae	yHMPu5000038395_candida_danieliae_170713
yHMPu5000038396_candida_dajiaensis_170713	Candida_dajiaensis_CBS10590	yHMPu5000038396_candida_dajiaensis_170713	yHMPu5000038396_candida_dajiaensis_170713	Candida_dajiaensis	Candida_dajiaensis	yHMPu5000038396_candida_dajiaensis_170713
yHMPu5000038397_candida_chanthaburiensis_170713	Candida_chanthaburiensis_CBS10926	yHMPu5000038397_candida_chanthaburiensis_170713	yHMPu5000038397_candida_chanthaburiensis_170713	Candida_chanthaburiensis	Candida_chanthaburiensis	yHMPu5000038397_candida_chanthaburiensis_170713
yHMPu5000038398_barnettozyma_siamensis_170713	Barnettozyma_siamensis_CBS13392	yHMPu5000038398_barnettozyma_siamensis_170713	yHMPu5000038398_barnettozyma_siamensis_170713	Barnettozyma_siamensis	Barnettozyma_siamensis	yHMPu5000038398_barnettozyma_siamensis_170713
yHMPu5000038399_brettanomyces_nanus_180604	Brettanomyces_nanus_CBS1945	yHMPu5000038399_brettanomyces_nanus_180604	yHMPu5000038399_brettanomyces_nanus_180604	Brettanomyces_nanus	Brettanomyces_nanus	yHMPu5000038399_brettanomyces_nanus_180604
yHMPu5000038400_candida_alishanica_190924	Candida_alishanica_CBS11429	yHMPu5000038400_candida_alishanica_190924	yHMPu5000038400_candida_alishanica_190924	Kodamaea_alishanica	Kodamaea_alishanica	yHMPu5000038400_candida_alishanica_190924
yHMPu5000038402_candida_andamanensis_170713	Candida_andamanensis_CBS10859	yHMPu5000038402_candida_andamanensis_170713	yHMPu5000038402_candida_andamanensis_170713	Candida_andamanensis	Candida_andamanensis	yHMPu5000038402_candida_andamanensis_170713
yHMPu5000038403_candida_awuaii_170713	Candida_awuae_CBS11011	yHMPu5000038403_candida_awuaii_170713	yHMPu5000038403_candida_awuaii_170713	Candida_awuae	Candida_awuae	yHMPu5000038403_candida_awuaii_170713
yHMPu5000038404_candida_bambusicola_190924	Candida_bambusicola_CBS11723	yHMPu5000038404_candida_bambusicola_190924	yHMPu5000038404_candida_bambusicola_190924	Candida_bambusicola	Candida_bambusicola	yHMPu5000038404_candida_bambusicola_190924
yHMPu5000038405_candida_baotianensis_190924	Candida_baotianmanensis_CBS11898	yHMPu5000038405_candida_baotianensis_190924	yHMPu5000038405_candida_baotianensis_190924	Candida_baotianmanensis	Candida_baotianmanensis	yHMPu5000038405_candida_baotianensis_190924
yHMPu5000038406_candida_berkhoutiae_180604	Candida_berkhoutiae_CBS11722	yHMPu5000038406_candida_berkhoutiae_180604	yHMPu5000038406_candida_berkhoutiae_180604	Candida_berkhoutiae	Candida_berkhoutiae	yHMPu5000038406_candida_berkhoutiae_180604
yHMPu5000038407_candida_blackwelliae_190924.haplomerger2	Candida_blackwelliae_CBS10843	yHMPu5000038407_candida_blackwelliae_190924	yHMPu5000038407_candida_blackwelliae_190924.haplomerger2	Candida_blackwelliae	Candida_blackwelliae	yHMPu5000038407_candida_blackwelliae_190924
yHMPu5000038408_candida_borneonana_170713	Kuraishia_borneana_CBS12507	yHMPu5000038408_candida_borneonana_170713	yHMPu5000038408_candida_borneonana_170713	Kuraishia_borneana	Kuraishia_borneana	yHMPu5000038408_candida_borneonana_170713
yHMPu5000038409_candida_broadrunensis_180604	Candida_broadrunensis_CBS11838	yHMPu5000038409_candida_broadrunensis_180604	yHMPu5000038409_candida_broadrunensis_180604	Candida_broadrunensis	Candida_broadrunensis	yHMPu5000038409_candida_broadrunensis_180604
yHMPu5000040776_candida_sphagnicola_201018	Candida_sphagnicola_CBS11774	yHMPu5000040776_candida_sphagnicola_201018	yHMPu5000040776_candida_sphagnicola_201018	Candida_sphagnicola	Candida_sphagnicola	yHMPu5000040776_candida_sphagnicola_201018
yHMPu5000040795_metschnikowia_matae_201018	Metschnikowia_matae_CBS13985	yHMPu5000040795_metschnikowia_matae_201018	yHMPu5000040795_metschnikowia_matae_201018	Metschnikowia_matae_NRRL_Y-63737	Metschnikowia_matae_var._maris_NRRL_Y-63737	yHMPu5000040795_metschnikowia_matae_201018
yHMPu5000040906_zygoascus_tannicolus_201018	Zygoascus_tannicola_CBS6065	yHMPu5000040906_zygoascus_tannicolus_201018	yHMPu5000040906_zygoascus_tannicolus_201018	Zygoascus_tannicola	Zygoascus_tannicola	yHMPu5000040906_zygoascus_tannicolus_201018
yHMPu5000040907_zygoascus_polysorbophila_201018	Zygoascus_polysorbophila_CBS7317	yHMPu5000040907_zygoascus_polysorbophila_201018	yHMPu5000040907_zygoascus_polysorbophila_201018	Zygoascus_polysorbophila	Zygoascus_polysorbophila	yHMPu5000040907_zygoascus_polysorbophila_201018
yHMPu5000040908_yamadazyma_paraphyllophila_201018	Yamadazyma_paraphyllophila_CBS9928	yHMPu5000040908_yamadazyma_paraphyllophila_201018	yHMPu5000040908_yamadazyma_paraphyllophila_201018	Yamadazyma_paraphyllophila	Yamadazyma_paraphyllophila	yHMPu5000040908_yamadazyma_paraphyllophila_201018
yHMPu5000040909_suhomyces_sequanensis_200128	Candida_sequanensis_CBS8118	yHMPu5000040909_suhomyces_sequanensis_200128	yHMPu5000040909_suhomyces_sequanensis_200128	Candida_sequanensis	Candida_sequanensis	yHMPu5000040909_suhomyces_sequanensis_200128
yHMPu5000040910_suhomyces_kilbournensis_201018	Suhomyces_kilbournensis_CBS14276	yHMPu5000040910_suhomyces_kilbournensis_201018	yHMPu5000040910_suhomyces_kilbournensis_201018	Suhomyces_kilbournensis	Suhomyces_kilbournensis	yHMPu5000040910_suhomyces_kilbournensis_201018
yHMPu5000040911_saturnispora_sekii_201018	Saturnispora_sekii_CBS10931	yHMPu5000040911_saturnispora_sekii_201018	yHMPu5000040911_saturnispora_sekii_201018	Saturnispora_sekii	Saturnispora_sekii	yHMPu5000040911_saturnispora_sekii_201018
yHMPu5000040912_saturnispora_halmiae_201018	Saturnispora_halmiae_CBS11009	yHMPu5000040912_saturnispora_halmiae_201018	yHMPu5000040912_saturnispora_halmiae_201018	Saturnispora_halmiae	Saturnispora_halmiae	yHMPu5000040912_saturnispora_halmiae_201018
yHMPu5000040913_pichia_manshurica_201018	Pichia_manshurica_CBS209T	yHMPu5000040913_pichia_manshurica_201018	yHMPu5000040913_pichia_manshurica_201018	Pichia_mandshurica	Pichia_mandshurica	yHMPu5000040913_pichia_manshurica_201018
yHMPu5000040914_millerozyma_miso_201018	Millerozyma_miso_CBS2004	yHMPu5000040914_millerozyma_miso_201018	yHMPu5000040914_millerozyma_miso_201018	Millerozyma_miso	Millerozyma_miso	yHMPu5000040914_millerozyma_miso_201018
yHMPu5000040915_geotrichum_siamensis_201018	Dipodascus_siamensis_CBS10929	yHMPu5000040915_geotrichum_siamensis_201018	yHMPu5000040915_geotrichum_siamensis_201018	Dipodascus_siamensis	Dipodascus_siamensis	yHMPu5000040915_geotrichum_siamensis_201018
yHMPu5000040917_geotrichum_citri-aurantii_201018	Geotrichum_citri-aurantii_CBS176.89	yHMPu5000040917_geotrichum_citri-aurantii_201018	yHMPu5000040917_geotrichum_citri.aurantii_201018	Geotrichum_citri-aurantii	Geotrichum_citri-aurantii	yHMPu5000040917_geotrichum_citri-aurantii_201018
